'SSet','c','56','','c','58','','','60','X15'
'SSet','b','55','','b','57','','','61','X16'
'SSet','c','56','','b','57','','','62','X17'
'SSet','c','56','','d','59','','','63','X18'
'SSet','a','54','','d','59','','','64','X19'
'SSet','d','65','','','67','Y16','','61','X16'
'SSet','d','65','','','68','Y17','','62','X17'
'SSet','a','54','','','69','Y18','','63','X18'
'SSet','d','65','','a','71','','','72','X20'
'SSet','c','56','','b','57','','','73','X21'
'SSet','d','65','','d','59','','','74','X22'
'SSet','b','55','','d','59','','','76','X24'
'SSet','','72','X20','','77','Y20','','85','Z8'
'SSet','','73','X21','','78','Y21','','86','Z9'
'SSet','','74','X22','','79','Y22','','82','Z10'
'SSet','','76','X24','','81','Y24','','84','Z12'
