'SSet','','4681','N10392','b','4682','','','4686','X12392','','4689','X13392'
'SSet','','4680','N10391','e','4683','','a','4691','','','4694','N11391'
'SSet','','4681','N10392','e','4683','','a','4691','','','4695','N11392'
'SSet','','4697','X14391','b','4682','','','4701','X15391','','4694','N11391'
'SSet','','4698','X14392','f','4699','','','4702','X15392','','4695','N11392'
'SSet','','4703','N20374','e','4683','','a','4691','','','4707','X21374'
'SSet','','4704','N20375','e','4683','','e','4706','','','4708','X21375'
'SSet','','4705','N20376','b','4682','','e','4706','','','4709','X21376'
'SSet','','4703','N20374','b','4682','','a','4691','','','4711','N21374'
'SSet','','4704','N20375','a','4690','','b','4692','','','4712','N21375'
'SSet','','4705','N20376','a','4690','','f','4710','','','4713','N21376'
