'SSet','','72','N109','c','75','','','86','X129','','96','X139'
'SSet','','63','N1010','a','73','','','77','X1210','','87','X1310'
'SSet','','64','N1011','d','76','','','78','X1211','','88','X1311'
'SSet','','65','N1012','c','75','','','79','X1212','','89','X1312'
'SSet','','67','N1014','b','74','','','81','X1214','','91','X1314'
'SSet','','68','N1015','b','74','','','82','X1215','','92','X1315'
'SSet','','69','N106','c','75','','c','98','','','106','N116'
'SSet','','70','N107','b','74','','d','99','','','107','N117'
'SSet','','72','N109','d','76','','a','97','','','109','N119'
'SSet','','63','N1010','d','76','','a','97','','','100','N1110'
'SSet','','64','N1011','a','73','','c','98','','','101','N1111'
'SSet','','65','N1012','b','74','','d','99','','','102','N1112'
'SSet','','67','N1014','d','76','','d','99','','','104','N1114'
'SSet','','68','N1015','d','76','','d','99','','','105','N1115'
'SSet','','116','X146','d','76','','','126','X156','','106','N116'
'SSet','','117','X147','a','73','','','127','X157','','107','N117'
'SSet','','119','X149','b','74','','','129','X159','','109','N119'
'SSet','','112','X1412','c','75','','','122','X1512','','102','N1112'
'SSet','','114','X1414','a','73','','','124','X1514','','104','N1114'
'SSet','','115','X1415','b','74','','','125','X1515','','105','N1115'
'SSet','','135','N205','c','75','','c','98','','','146','X215'
'SSet','','136','N206','b','74','','b','140','','','147','X216'
'SSet','','137','N207','c','75','','b','140','','','148','X217'
'SSet','','138','N208','c','75','','d','99','','','149','X218'
'SSet','','139','N209','a','73','','d','99','','','150','X219'
'SSet','','130','N2010','d','76','','a','97','','','141','X2110'
'SSet','','131','N2011','c','75','','b','140','','','142','X2111'
'SSet','','132','N2012','d','76','','d','99','','','143','X2112'
'SSet','','133','N2013','b','74','','d','99','','','144','X2113'
'SSet','','134','N2014','b','74','','d','99','','','145','X2114'
'SSet','','135','N205','c','75','','d','99','','','156','N215'
'SSet','','136','N206','d','76','','a','97','','','157','N216'
'SSet','','137','N207','d','76','','b','140','','','158','N217'
'SSet','','138','N208','a','73','','b','140','','','159','N218'
'SSet','','130','N2010','c','75','','a','97','','','151','N2110'
'SSet','','131','N2011','d','76','','c','98','','','152','N2111'
'SSet','','132','N2012','c','75','','d','99','','','153','N2112'
'SSet','','133','N2013','d','76','','a','97','','','154','N2113'
'SSet','','134','N2014','d','76','','b','140','','','155','N2114'
